species_code,UrbanIndex1,UrbanIndex2,UrbanIndex3,UrbanIndex4,UrbanIndex5,UrbanIndex6,PC1_scores,mean_br_occur,scientific_name,order,family,genus,common_name,test_spp,br_rng_extent,breeding_start_dt,breeding_end_dt,year_round_start_dt,year_round_end_dt,run_name
amewoo,-0.27597239,-0.260420921,6.794700464,0.15222288,0.070904088,0.859980942,0.532789862,NA,Scolopax minor,Charadriiformes,Scolopacidae,Scolopax,American Woodcock,no,99,5/17/2018,9/21/2018,NA,NA,amewoo-ERD2018-EBIRD_SCIENCE-20191108-f9691ee3
wilsni1,-1.753714103,-1.786997162,5.403865009,0.015645794,0.007680572,0.411775413,-1.252805323,NA,Gallinago delicata,Charadriiformes,Scolopacidae,Gallinago,Wilson's Snipe,no,99,6/7/2018,7/6/2018,NA,NA,wilsni1-ERD2018-EBIRD_SCIENCE-20191104-dc22ceae
sposan,0.150562001,0.41492752,6.66819247,0.054376446,0.150316924,0.790493119,0.726150739,NA,Actitis macularius,Charadriiformes,Scolopacidae,Actitis,Spotted Sandpiper,no,99,6/14/2018,6/28/2018,NA,NA,sposan-ERD2018-EBIRD_SCIENCE-20191103-d3062a8f
willet1,-0.541094768,-2,6.432292396,0.022085253,0.028014778,0.209365631,-0.710956912,NA,Tringa semipalmata,Charadriiformes,Scolopacidae,Tringa,Willet,no,90,5/31/2018,6/28/2018,NA,NA,willet1-ERD2018-EBIRD_SCIENCE-20191030-0ddcad4c
wilpha,-1.469893657,-2,5.632995338,0.020921695,0.018000502,0.228230696,-1.346497101,NA,Phalaropus tricolor,Charadriiformes,Scolopacidae,Phalaropus,Wilson's Phalarope,no,99,6/14/2018,7/13/2018,NA,NA,wilpha-ERD2018-EBIRD_SCIENCE-20191022-923bbc93
piggui,-1.585963212,-2,6.386086585,0.01920789,0.017295539,0.280968566,-1.344332391,NA,Cepphus columba,Charadriiformes,Alcidae,Cepphus,Pigeon Guillemot,no,87,4/12/2018,8/10/2018,NA,NA,piggui-ERD2018-EBIRD_SCIENCE-20200116-d4203899
marmur,-1.946635928,-2,5.58298504,0.005579847,0.00463458,0.099224875,-1.897307476,NA,Brachyramphus marmoratus,Charadriiformes,Alcidae,Brachyramphus,Marbled Murrelet,no,89,5/17/2018,7/20/2018,NA,NA,marmur-ERD2018-EBIRD_SCIENCE-20200116-ade5faf4
bongul,-1.271770698,-2,5.853285167,0.007472693,0.009736604,0.186553472,-1.271905272,NA,Chroicocephalus philadelphia,Charadriiformes,Laridae,Chroicocephalus,Bonaparte's Gull,no,99,6/7/2018,7/13/2018,NA,NA,bongul-ERD2018-EBIRD_SCIENCE-20191104-7ef57148
laugul,-0.580248401,-0.45295759,6.132757765,0.765102902,0.307782678,1.168615,0.814382933,NA,Leucophaeus atricilla,Charadriiformes,Laridae,Leucophaeus,Laughing Gull,no,37,5/10/2018,7/6/2018,NA,NA,laugul-ERD2018-EBIRD_SCIENCE-20191103-ed4aa661
fragul,-0.727944849,-1.625205068,5.41168059,0.046871471,0.083746271,0.647837267,-0.134891135,NA,Leucophaeus pipixcan,Charadriiformes,Laridae,Leucophaeus,Franklin's Gull,no,99,6/7/2018,7/13/2018,NA,NA,fragul-ERD2018-EBIRD_SCIENCE-20191028-0df53f20
mewgul,-0.372470788,-1.561184944,3.887516315,0.003066946,0.010970748,0.464715442,-0.176511505,NA,Larus canus,Charadriiformes,Laridae,Larus,Common Gull,no,98,5/31/2018,8/3/2018,NA,NA,mewgul-ERD2018-EBIRD_SCIENCE-20191105-ea71eb79
ribgul,0.323690224,0.485728096,6.023887781,0.092543134,0.183933806,0.903000001,1.032504966,NA,Larus delawarensis,Charadriiformes,Laridae,Larus,Ring-billed Gull,no,98,5/31/2018,9/7/2018,NA,NA,ribgul-ERD2018-EBIRD_SCIENCE-20191102-770af8ba
wesgul,1.470821086,2,7.881934138,1.632496228,1.652025286,3.129677411,5.461078652,NA,Larus occidentalis,Charadriiformes,Laridae,Larus,Western Gull,no,51,NA,NA,1/4/2018,12/28/2018,wesgul-ERD2018-EBIRD_SCIENCE-20191104-b6c3f626
calgul,1.048484027,1.417329826,6.165881189,0.108416146,0.14963252,1.536570824,2.578304238,NA,Larus californicus,Charadriiformes,Laridae,Larus,California Gull,no,98,5/17/2018,6/21/2018,NA,NA,calgul-ERD2018-EBIRD_SCIENCE-20191026-ebfb775f
hergul,-0.273842061,0.119009118,6.643955054,0.022975819,0.051498225,0.458442528,-0.115938089,0.68110318,Larus argentatus,Charadriiformes,Laridae,Larus,Herring Gull,no,99,6/21/2018,7/20/2018,NA,NA,hergul-ERD2018-EBIRD_SCIENCE-20191102-b4c73729
glwgul,-0.270208415,-0.148544901,5.74244284,0.078126776,0.094779943,1.028283107,0.809473887,NA,Larus glaucescens,Charadriiformes,Laridae,Larus,Glaucous-winged Gull,no,91,5/24/2018,7/6/2018,NA,NA,glwgul-ERD2018-EBIRD_SCIENCE-20191104-06b4fbbe
gbbgul,0.191290964,-0.055450358,6.780902227,0.182956926,0.247876207,0.69959344,0.608155679,0.547541994,Larus marinus,Charadriiformes,Laridae,Larus,Great Black-backed Gull,no,95,NA,NA,1/4/2018,12/28/2018,gbbgul-ERD2018-EBIRD_SCIENCE-20191103-7dd08e3c
leater1,0.004078482,0.567606233,6.720637462,0.313324101,0.302864678,0.909251992,0.813419136,NA,Sternula antillarum,Charadriiformes,Laridae,Sternula,Least Tern,no,73,5/31/2018,7/20/2018,NA,NA,leater1-ERD2018-EBIRD_SCIENCE-20191105-ca65977c
gubter1,-0.666588814,-2,5.980375752,0.282042277,0.332048165,0.477081636,-0.367413044,NA,Gelochelidon nilotica,Charadriiformes,Laridae,Gelochelidon,Gull-billed Tern,no,33,5/3/2018,8/17/2018,NA,NA,gubter1-ERD2018-EBIRD_SCIENCE-20191108-ca2bf25f
caster1,0.380211232,2,7.286032344,0.298429871,0.298429871,1.323610673,1.754180696,NA,Hydroprogne caspia,Charadriiformes,Laridae,Hydroprogne,Caspian Tern,no,87,5/31/2018,7/13/2018,NA,NA,caster1-ERD2018-EBIRD_SCIENCE-20191104-76fd658a
blkter,-1.90459423,-2,5.45588889,0.027318351,0.017865377,0.245830167,-1.629742944,NA,Chlidonias niger,Charadriiformes,Laridae,Chlidonias,Black Tern,no,97,6/14/2018,6/28/2018,NA,NA,blkter-ERD2018-EBIRD_SCIENCE-20191108-968bc944
roster,-1.712983073,NA,7.010313034,0.79703717,0.79703717,0.892641593,-0.444874983,NA,Sterna dougallii,Charadriiformes,Laridae,Sterna,Roseate Tern,no,70,5/24/2018,8/10/2018,NA,NA,roster-ERD2018-EBIRD_SCIENCE-20191108-2031fcf1
comter,0.4529033,-2,6.260109058,0.022190714,0.042345404,0.275770436,0.109427999,NA,Sterna hirundo,Charadriiformes,Laridae,Sterna,Common Tern,no,98,6/14/2018,7/27/2018,NA,NA,comter-ERD2018-EBIRD_SCIENCE-20191105-f0b9ccb1
arcter,-1.88816588,-2,5.942738876,0.002684428,0.002306917,0.283140732,-1.557540172,NA,Sterna paradisaea,Charadriiformes,Laridae,Sterna,Arctic Tern,no,85,6/14/2018,7/13/2018,NA,NA,arcter-ERD2018-EBIRD_SCIENCE-20191108-216b5d54
forter,0.976920787,NA,6.592091789,0.130680917,0.130680917,0.764005966,1.275882455,NA,Sterna forsteri,Charadriiformes,Laridae,Sterna,Forster's Tern,no,98,6/7/2018,7/13/2018,NA,NA,forter-ERD2018-EBIRD_SCIENCE-20191028-6cda108d
royter1,-1.585045083,-2,6.278375422,0.415512847,0.377862587,0.560102678,-0.891641103,NA,Thalasseus maximus,Charadriiformes,Laridae,Thalasseus,Royal Tern,no,19,5/10/2018,7/27/2018,NA,NA,royter1-ERD2018-EBIRD_SCIENCE-20191105-cfde9932
santer1,-1.908213719,NA,5.764527563,0.368392654,0.368392654,0.533406623,-1.166634196,NA,Thalasseus sandvicensis,Charadriiformes,Laridae,Thalasseus,Sandwich Tern,no,28,5/3/2018,7/6/2018,NA,NA,santer1-ERD2018-EBIRD_SCIENCE-20191108-69342479
comloo,-1.858800951,-2,5.934519598,0.008283269,0.004525522,0.16393476,-1.7295245,NA,Gavia immer,Gaviiformes,Gaviidae,Gavia,Common Loon,nonurban,99,6/14/2018,8/24/2018,NA,NA,comloo-ERD2018-EBIRD_SCIENCE-20191026-727c4df1
bracor,0.687456815,NA,7.104384418,0.243046562,0.243046562,0.817982924,1.155703512,NA,Phalacrocorax penicillatus,Suliformes,Phalacrocoracidae,Phalacrocorax,Brandt's Cormorant,no,47,NA,NA,1/4/2018,12/28/2018,bracor-ERD2018-EBIRD_SCIENCE-20191107-84ba06a4
pelcor,-1.235019625,-2,6.338640363,0.005949816,0.017877292,0.131247845,-1.335111687,NA,Phalacrocorax pelagicus,Suliformes,Phalacrocoracidae,Phalacrocorax,Pelagic Cormorant,no,92,NA,NA,1/4/2018,12/28/2018,pelcor-ERD2018-EBIRD_SCIENCE-20191108-545d4a3f
doccor,0.545310994,1.060367206,6.894288589,0.255162023,0.284704226,1.518133694,2.187595128,NA,Phalacrocorax auritus,Suliformes,Phalacrocoracidae,Phalacrocorax,Double-crested Cormorant,no,94,5/31/2018,7/13/2018,NA,NA,doccor-ERD2018-EBIRD_SCIENCE-20191026-82ed3172
amwpel,-0.763687361,-2,5.739640038,0.047077558,0.051776152,0.400246585,-0.56147504,NA,Pelecanus erythrorhynchos,Pelecaniformes,Pelecanidae,Pelecanus,American White Pelican,no,97,5/31/2018,8/10/2018,NA,NA,amwpel-ERD2018-EBIRD_SCIENCE-20191025-d48586ae
brnpel,-1.200685935,NA,6.410287825,0.535485287,0.535485287,0.846104573,-0.152842351,NA,Pelecanus occidentalis,Pelecaniformes,Pelecanidae,Pelecanus,Brown Pelican,no,25,5/10/2018,6/28/2018,NA,NA,brnpel-ERD2018-EBIRD_SCIENCE-20191026-be88df1e
amebit,-1.434046548,-1.781263971,5.841305265,0.034704077,0.037263436,0.388804297,-1.060754601,NA,Botaurus lentiginosus,Pelecaniformes,Ardeidae,Botaurus,American Bittern,no,100,6/7/2018,7/27/2018,NA,NA,amebit-ERD2018-EBIRD_SCIENCE-20191108-79a9a996
leabit,0.31945759,0.647462545,6.739091559,0.254779833,0.349228875,0.872565544,0.980183627,NA,Ixobrychus exilis,Pelecaniformes,Ardeidae,Ixobrychus,Least Bittern,no,88,6/7/2018,7/20/2018,NA,NA,leabit-ERD2018-EBIRD_SCIENCE-20191109-70f3e1d4
grbher3,0.74016556,0.406154472,6.539010816,0.163771091,0.35771388,1.344475558,2.046111681,1.187926089,Ardea herodias,Pelecaniformes,Ardeidae,Ardea,Great Blue Heron,no,81,5/10/2018,6/28/2018,NA,NA,grbher3-ERD2018-EBIRD_SCIENCE-20191102-2ff8973d
greegr,-0.063214552,0.053589712,6.245750023,0.302694807,0.233805857,1.471211047,1.675202437,0.972239032,Ardea alba,Pelecaniformes,Ardeidae,Ardea,Great Egret,no,23,5/3/2018,9/7/2018,NA,NA,greegr-ERD2018-EBIRD_SCIENCE-20191102-b3dbb21e
libher,-0.640845929,-0.66416099,5.864552272,0.298932422,0.21191118,0.948596903,0.414625538,0.815450928,Egretta caerulea,Pelecaniformes,Ardeidae,Egretta,Little Blue Heron,no,25,6/7/2018,7/6/2018,NA,NA,libher-ERD2018-EBIRD_SCIENCE-20191029-635a7d3b
triher,-0.524631886,-0.425228925,6.470857467,0.527130241,0.157534249,0.96665629,0.527214304,0.858225108,Egretta tricolor,Pelecaniformes,Ardeidae,Egretta,Tricolored Heron,no,29,4/12/2018,5/17/2018,NA,NA,triher-ERD2018-EBIRD_SCIENCE-20191104-bd58dd47
redegr,-0.659615607,NA,5.953329069,0.202493551,0.202493551,0.440482736,-0.421680852,NA,Egretta rufescens,Pelecaniformes,Ardeidae,Egretta,Reddish Egret,no,29,NA,NA,1/4/2018,12/28/2018,redegr-ERD2018-EBIRD_SCIENCE-20191107-a83becdf
grnher,0.670733365,0.413857979,6.768760984,0.291872016,0.623978116,1.297122339,1.919633882,NA,Butorides virescens,Pelecaniformes,Ardeidae,Butorides,Green Heron,no,71,5/31/2018,8/24/2018,NA,NA,grnher-ERD2018-EBIRD_SCIENCE-20191028-1c952a81
bcnher,0.778810663,0.833410609,7.04708941,0.224086566,0.377020082,1.243871937,1.910907505,NA,Nycticorax nycticorax,Pelecaniformes,Ardeidae,Nycticorax,Black-crowned Night-Heron,no,27,6/7/2018,8/24/2018,NA,NA,bcnher-ERD2018-EBIRD_SCIENCE-20191104-0ad8ed6d
ycnher,0.892981924,1.405548247,7.027653081,0.752942774,0.801943175,1.982201096,3.188444071,NA,Nyctanassa violacea,Pelecaniformes,Ardeidae,Nyctanassa,Yellow-crowned Night-Heron,no,51,5/3/2018,6/14/2018,NA,NA,ycnher-ERD2018-EBIRD_SCIENCE-20191107-a3cbca7e
whiibi,0.021715046,-0.125118314,6.239151396,0.310233424,0.228703811,1.072491014,1.090418309,NA,Eudocimus albus,Pelecaniformes,Threskiornithidae,Eudocimus,White Ibis,no,41,5/3/2018,6/21/2018,NA,NA,whiibi-ERD2018-EBIRD_SCIENCE-20191104-3c84ab96
gloibi,-0.128836667,-0.132486255,6.599191095,0.401315689,0.425140328,1.017875476,0.894004763,NA,Plegadis falcinellus,Pelecaniformes,Threskiornithidae,Plegadis,Glossy Ibis,no,47,5/3/2018,5/24/2018,NA,NA,gloibi-ERD2018-EBIRD_SCIENCE-20191105-08fb8c8e
whfibi,-0.543039575,-1.467761493,5.92561422,0.066236344,0.094588377,0.641970554,-0.011786467,NA,Plegadis chihi,Pelecaniformes,Threskiornithidae,Plegadis,White-faced Ibis,no,41,5/24/2018,7/13/2018,NA,NA,whfibi-ERD2018-EBIRD_SCIENCE-20191105-b51537a7
calcon,-1.92104591,-2,6.333847951,0.001534167,0.00148161,0.016949145,-2.012193751,NA,Gymnogyps californianus,Cathartiformes,Cathartidae,Gymnogyps,California Condor,no,100,NA,NA,1/4/2018,12/28/2018,calcon-ERD2018-EBIRD_SCIENCE-20191113-43a5f722
turvul,-0.080248315,-0.366732788,5.816352003,0.120332343,0.04637657,1.007331389,0.911774813,0.799807693,Cathartes aura,Cathartiformes,Cathartidae,Cathartes,Turkey Vulture,no,34,5/3/2018,8/31/2018,NA,NA,turvul-ERD2018-EBIRD_SCIENCE-20191102-9aed19db
osprey,1.190335325,1.362367935,6.442587417,0.134881281,0.310676698,1.17212656,2.08984821,NA,Pandion haliaetus,Accipitriformes,Pandionidae,Pandion,Osprey,no,65,6/7/2018,7/20/2018,NA,NA,osprey-ERD2018-EBIRD_SCIENCE-20191103-3f28fd7c
norhar2,-1.661770211,-2,5.397389123,0.018820229,0.011121989,0.306943531,-1.356633429,NA,Circus hudsonius,Accipitriformes,Accipitridae,Circus,Northern Harrier,no,99,6/7/2018,7/20/2018,NA,NA,norhar2-ERD2018-EBIRD_SCIENCE-20191103-4413e77d
coohaw,1.32949545,1.149201287,7.805780491,0.195798814,0.573556298,1.434651185,2.61478251,1.921264248,Accipiter cooperii,Accipitriformes,Accipitridae,Accipiter,Cooper's Hawk,no,88,5/31/2018,8/10/2018,NA,NA,coohaw-ERD2018-EBIRD_SCIENCE-20191103-96e51b92
baleag,-0.683304021,-0.441160031,6.254381847,0.066556861,0.041582578,0.773762638,0.101048078,NA,Haliaeetus leucocephalus,Accipitriformes,Accipitridae,Haliaeetus,Bald Eagle,no,99,5/24/2018,7/13/2018,NA,NA,baleag-ERD2018-EBIRD_SCIENCE-20191025-1f26ff67
miskit,-0.102099677,0.01814212,5.817094246,0.247440227,0.314134525,0.983260094,0.857122733,NA,Ictinia mississippiensis,Accipitriformes,Accipitridae,Ictinia,Mississippi Kite,no,98,6/7/2018,8/10/2018,NA,NA,miskit-ERD2018-EBIRD_SCIENCE-20191107-61b7f446
gryhaw2,-1.532617187,-2,5.230101233,0.062316025,0.084312852,0.597988884,-0.792688966,NA,Buteo plagiatus,Accipitriformes,Accipitridae,Buteo,Gray Hawk,no,16,4/12/2018,9/7/2018,NA,NA,gryhaw2-ERD2018-EBIRD_SCIENCE-20191108-d5cd683d
reshaw,0.285191189,0.263730094,6.775042835,0.262286933,0.418436206,1.129297801,1.37136443,NA,Buteo lineatus,Accipitriformes,Accipitridae,Buteo,Red-shouldered Hawk,no,98,5/3/2018,7/27/2018,NA,NA,reshaw-ERD2018-EBIRD_SCIENCE-20191103-9656bab0
brwhaw,-1.295760838,-1.252336004,6.39190916,0.089921717,0.023186521,0.529393132,-0.733911548,NA,Buteo platypterus,Accipitriformes,Accipitridae,Buteo,Broad-winged Hawk,no,99,6/7/2018,7/27/2018,NA,NA,brwhaw-ERD2018-EBIRD_SCIENCE-20191105-28bc0bd6
swahaw,-0.677008433,-0.670806606,5.783713977,0.064933803,0.042181806,0.783963495,0.122082355,0.83846729,Buteo swainsoni,Accipitriformes,Accipitridae,Buteo,Swainson's Hawk,no,91,5/17/2018,7/27/2018,NA,NA,swahaw-ERD2018-EBIRD_SCIENCE-20191105-2514ae25
zothaw,-1.717414146,-2,4.974832556,0.008981063,0.000529753,0.133779252,-1.676962755,NA,Buteo albonotatus,Accipitriformes,Accipitridae,Buteo,Zone-tailed Hawk,no,18,5/3/2018,8/17/2018,NA,NA,zothaw-ERD2018-EBIRD_SCIENCE-20191112-ba73af0a
rethaw,0.342384926,0.1960512,7.186857864,0.096603587,0.16028678,1.016193079,1.229218034,1.727148348,Buteo jamaicensis,Accipitriformes,Accipitridae,Buteo,Red-tailed Hawk,no,86,5/10/2018,8/10/2018,NA,NA,rethaw-ERD2018-EBIRD_SCIENCE-20191102-5a8baa3c
ferhaw,-1.974270392,-2,5.247536787,0.007214955,0,0.240457558,-1.688411843,0.115942029,Buteo regalis,Accipitriformes,Accipitridae,Buteo,Ferruginous Hawk,no,100,5/17/2018,8/10/2018,NA,NA,ferhaw-ERD2018-EBIRD_SCIENCE-20191108-77dad5af
brnowl,0.242928539,0.707812689,6.63468951,0.115026556,0.170203091,0.675409991,0.606024754,NA,Tyto alba,Strigiformes,Tytonidae,Tyto,Barn Owl,no,25,NA,NA,1/4/2018,12/28/2018,brnowl-ERD2018-EBIRD_SCIENCE-20191108-5aa58c28
flaowl,-1.647308832,-2,4.269740168,0.002190474,0.00086313,0.066590571,-1.73549264,NA,Psiloscops flammeolus,Strigiformes,Strigidae,Psiloscops,Flammulated Owl,nonurban,99,5/31/2018,7/6/2018,NA,NA,flaowl-ERD2018-EBIRD_SCIENCE-20191030-53600a39
wesowl1,0.17594848,0.235620772,6.954762176,0.055363961,0.063258903,0.785025789,0.735502863,NA,Megascops kennicottii,Strigiformes,Strigidae,Megascops,Western Screech-Owl,no,85,NA,NA,1/4/2018,12/28/2018,wesowl1-ERD2018-EBIRD_SCIENCE-20191112-afc1753d
easowl1,0.467501849,0.473847376,7.390779527,0.222549355,0.375152897,1.006285376,1.30290131,NA,Megascops asio,Strigiformes,Strigidae,Megascops,Eastern Screech-Owl,no,97,NA,NA,1/4/2018,12/28/2018,easowl1-ERD2018-EBIRD_SCIENCE-20191109-d33f1583
grhowl,0.505769444,0.587711504,7.449943839,0.107558918,0.231216415,1.023947359,1.358947022,NA,Bubo virginianus,Strigiformes,Strigidae,Bubo,Great Horned Owl,no,60,NA,NA,1/4/2018,12/28/2018,grhowl-ERD2018-EBIRD_SCIENCE-20191104-6f5e9762
nopowl,-1.818276781,-2,5.068761222,0.002973445,0.0012369,0.074158655,-1.8458469,NA,Glaucidium gnoma,Strigiformes,Strigidae,Glaucidium,Northern Pygmy-Owl,no,81,NA,NA,1/4/2018,12/28/2018,nopowl-ERD2018-EBIRD_SCIENCE-20191112-ede63870
elfowl,-1.54624042,-2,5.753630395,0.008609905,0.001296329,0.112947967,-1.587939495,NA,Micrathene whitneyi,Strigiformes,Strigidae,Micrathene,Elf Owl,no,56,4/26/2018,8/3/2018,NA,NA,elfowl-ERD2018-EBIRD_SCIENCE-20191113-c6afab75
burowl,-1.026360201,-1.663666934,6.039682496,0.02979154,0.048344667,0.435965345,-0.692008182,NA,Athene cunicularia,Strigiformes,Strigidae,Athene,Burrowing Owl,no,17,5/17/2018,8/10/2018,NA,NA,burowl-ERD2018-EBIRD_SCIENCE-20191108-651c21b4
brdowl,-0.104644975,-0.15509437,6.796906754,0.178979416,0.105774933,1.0422973,0.950902867,1.052518698,Strix varia,Strigiformes,Strigidae,Strix,Barred Owl,no,99,NA,NA,1/4/2018,12/28/2018,brdowl-ERD2018-EBIRD_SCIENCE-20191105-736e8a89
nswowl,-1.754815478,-1.841363867,5.420984803,0.023587365,0.001673936,0.300271822,-1.434165317,NA,Aegolius acadicus,Strigiformes,Strigidae,Aegolius,Northern Saw-whet Owl,no,99,5/3/2018,8/31/2018,NA,NA,nswowl-ERD2018-EBIRD_SCIENCE-20191108-a93c782e
belkin1,0.765492782,0.754067168,6.657034,0.11934506,0.294655795,1.245643414,1.904225302,NA,Megaceryle alcyon,Coraciiformes,Alcedinidae,Megaceryle,Belted Kingfisher,no,99,5/24/2018,6/28/2018,NA,NA,belkin1-ERD2018-EBIRD_SCIENCE-20191102-37b9bbef
lewwoo,-1.108221967,-2,4.158394053,0.00480274,0.005399302,0.143259402,-1.224726777,0,Melanerpes lewis,Piciformes,Picidae,Melanerpes,Lewis's Woodpecker,no,100,5/24/2018,7/27/2018,NA,NA,lewwoo-ERD2018-EBIRD_SCIENCE-20191029-15696c88
rehwoo,-1.032568916,-0.819082469,5.99662134,0.148583792,0.013177903,0.788233432,-0.125993965,0.620219476,Melanerpes erythrocephalus,Piciformes,Picidae,Melanerpes,Red-headed Woodpecker,no,100,6/7/2018,8/24/2018,NA,NA,rehwoo-ERD2018-EBIRD_SCIENCE-20191029-10f58331
acowoo,0.143524003,0.078972519,6.811208082,0.10549138,0.102925519,0.943779376,0.969336871,NA,Melanerpes formicivorus,Piciformes,Picidae,Melanerpes,Acorn Woodpecker,no,29,NA,NA,1/4/2018,12/28/2018,acowoo-ERD2018-EBIRD_SCIENCE-20191104-602d0fd4
gilwoo,1.010810582,0.597626067,6.80088888,0.109762757,0.357502721,1.29220932,2.155564926,NA,Melanerpes uropygialis,Piciformes,Picidae,Melanerpes,Gila Woodpecker,no,27,NA,NA,1/4/2018,12/28/2018,gilwoo-ERD2018-EBIRD_SCIENCE-20191105-0aa0ddfa
gofwoo,-0.551636139,-0.497007806,5.369260654,0.109587914,0.197731652,0.695987814,0.06952463,NA,Melanerpes aurifrons,Piciformes,Picidae,Melanerpes,Golden-fronted Woodpecker,no,26,NA,NA,1/4/2018,12/28/2018,gofwoo-ERD2018-EBIRD_SCIENCE-20191109-c1d21258
rebwoo,0.417461118,0.056432573,6.752247158,0.224907871,0.271649431,1.122286999,1.454868776,NA,Melanerpes carolinus,Piciformes,Picidae,Melanerpes,Red-bellied Woodpecker,no,99,NA,NA,1/4/2018,12/28/2018,rebwoo-ERD2018-EBIRD_SCIENCE-20191102-e66937d9
wilsap,-1.662303817,-2,4.18254724,0.00167495,0.0007907,0.064568235,-1.749521324,0,Sphyrapicus thyroideus,Piciformes,Picidae,Sphyrapicus,Williamson's Sapsucker,no,100,5/17/2018,8/24/2018,NA,NA,wilsap-ERD2018-EBIRD_SCIENCE-20191109-2323cb40
yebsap,-1.419013866,-1.219461594,4.745278413,0.036772735,0.020152577,0.511025475,-0.852047556,NA,Sphyrapicus varius,Piciformes,Picidae,Sphyrapicus,Yellow-bellied Sapsucker,no,100,5/24/2018,9/7/2018,NA,NA,yebsap-ERD2018-EBIRD_SCIENCE-20191030-3abe59ca
rensap,-1.457769739,-2,3.930713421,0.004489994,0.003493945,0.190111305,-1.399533363,0.439271255,Sphyrapicus nuchalis,Piciformes,Picidae,Sphyrapicus,Red-naped Sapsucker,no,100,6/7/2018,8/17/2018,NA,NA,rensap-ERD2018-EBIRD_SCIENCE-20191108-526d556d
rebsap,0.044140267,0.089348509,6.262066892,0.031814326,0.05469951,0.949030919,0.906567978,NA,Sphyrapicus ruber,Piciformes,Picidae,Sphyrapicus,Red-breasted Sapsucker,no,98,4/26/2018,8/3/2018,NA,NA,rebsap-ERD2018-EBIRD_SCIENCE-20191109-5b104b1d
attwoo1,-1.734000147,-1.878807473,4.719963565,0.008059919,0.003199196,0.358821838,-1.32442101,0.492063492,Picoides dorsalis,Piciformes,Picidae,Picoides,American Three-toed Woodpecker,no,100,NA,NA,1/4/2018,12/28/2018,attwoo1-ERD2018-EBIRD_SCIENCE-20191112-ad9c4dca
bkbwoo,-1.776359858,-1.959872245,5.110226955,0.008737149,0.00128616,0.271334423,-1.496477466,0.5,Picoides arcticus,Piciformes,Picidae,Picoides,Black-backed Woodpecker,no,99,NA,NA,1/4/2018,12/28/2018,bkbwoo-ERD2018-EBIRD_SCIENCE-20191109-9e47e704
dowwoo,1.050873872,0.539604827,7.252434004,0.105935131,0.43123965,1.14722379,1.949505255,NA,Dryobates pubescens,Piciformes,Picidae,Dryobates,Downy Woodpecker,urban,99,NA,NA,1/4/2018,12/28/2018,dowwoo-ERD2018-EBIRD_SCIENCE-20191101-63233faa
nutwoo,0.78315745,0.396015102,6.9449727,0.308839422,0.721656221,1.45406521,2.254414111,NA,Dryobates nuttallii,Piciformes,Picidae,Dryobates,Nuttall's Woodpecker,no,94,NA,NA,1/4/2018,12/28/2018,nutwoo-ERD2018-EBIRD_SCIENCE-20191105-4833c406
labwoo,-0.673830978,-0.284066745,5.99767829,0.088040833,0.083329612,0.811324867,0.168670382,NA,Dryobates scalaris,Piciformes,Picidae,Dryobates,Ladder-backed Woodpecker,no,45,NA,NA,1/4/2018,12/28/2018,labwoo-ERD2018-EBIRD_SCIENCE-20191105-b94fb2c3
recwoo,-1.933138244,-2,5.517921668,0.026832707,0.011307301,0.111297633,-1.868076821,NA,Dryobates borealis,Piciformes,Picidae,Dryobates,Red-cockaded Woodpecker,no,99,NA,NA,1/4/2018,12/28/2018,recwoo-ERD2018-EBIRD_SCIENCE-20191112-b7206e1d
haiwoo,0.372039142,0.320533909,7.226132531,0.081903302,0.200234516,0.928846323,1.109034333,NA,Dryobates villosus,Piciformes,Picidae,Dryobates,Hairy Woodpecker,no,93,NA,NA,1/4/2018,12/28/2018,haiwoo-ERD2018-EBIRD_SCIENCE-20191102-41184e76
whhwoo,-1.533145293,-2,5.867718985,0.002030954,0.003549886,0.06209453,-1.660900906,NA,Dryobates albolarvatus,Piciformes,Picidae,Dryobates,White-headed Woodpecker,nonurban,100,NA,NA,1/4/2018,12/28/2018,whhwoo-ERD2018-EBIRD_SCIENCE-20191112-ca7177e7
norfli,0.175521786,0.205270912,6.849665768,0.086255064,0.153339121,0.945743311,0.99546458,NA,Colaptes auratus,Piciformes,Picidae,Colaptes,Northern Flicker,no,47,5/17/2018,8/31/2018,NA,NA,norfli-ERD2018-EBIRD_SCIENCE-20191029-18c23a7f
gilfli,-0.011547434,-0.113852093,7.459066628,0.103237931,0.043732974,0.919067309,0.818108003,NA,Colaptes chrysoides,Piciformes,Picidae,Colaptes,Gilded Flicker,no,38,NA,NA,1/4/2018,12/28/2018,gilfli-ERD2018-EBIRD_SCIENCE-20191112-081cb1f2
pilwoo,-0.066250895,-0.279213312,6.271169931,0.118334487,0.079357677,0.96059743,0.846131611,NA,Dryocopus pileatus,Piciformes,Picidae,Dryocopus,Pileated Woodpecker,no,99,NA,NA,1/4/2018,12/28/2018,pilwoo-ERD2018-EBIRD_SCIENCE-20191103-83c1339f
amekes,-0.235174452,-0.257507805,6.439185196,0.086539907,0.051816521,0.943398981,0.697136296,NA,Falco sparverius,Falconiformes,Falconidae,Falco,American Kestrel,no,47,5/17/2018,8/10/2018,NA,NA,amekes-ERD2018-EBIRD_SCIENCE-20191025-1c71bbac
